pdb,poserank,RMSD
3gc5,7,5.76
3gc5,8,4.83
2i3h,1,0.5
2i3h,2,1.53
2i3h,3,1.69
2i3h,4,2.35
2i3h,5,8.8
2i3h,6,6.0
2i3h,7,8.69
2i3h,8,10.3
2i3h,9,8.63
5jq5,1,1.44
5jq5,2,6.01
5jq5,3,2.99
5jq5,4,7.95
5jq5,5,2.4
5jq5,6,2.41
5jq5,7,7.88
5jq5,8,7.48
5jq5,9,3.5
5jq5,10,4.7
6gnw,1,5.07
6gnw,2,4.47
6gnw,3,3.18
6gnw,4,3.27
6gnw,5,1.59
6gnw,6,1.31
6gnw,7,4.57
6gnw,8,5.21
6gnw,9,5.33
6gnw,10,5.06
4q0k,1,0.39
4q0k,2,0.33
4q0k,3,5.31
4q0k,4,3.8
4q0k,5,3.74
4q0k,6,5.12
4q0k,7,5.81
4q0k,8,4.96
4q0k,9,5.82
4q0k,10,5.69
4e67,1,2.79
4e67,2,4.04
4e67,3,3.83
4e67,4,4.98
4e67,5,4.21
4e67,6,4.39
4e67,7,4.03
4e67,8,5.33
4e67,9,4.85
4e67,10,2.74
2pqz,1,1.13
2pqz,2,0.61
2pqz,3,4.46
2pqz,4,4.74
2pqz,5,1.31
2pqz,6,4.48
2pqz,7,4.72
2pqz,8,4.79
2pqz,9,4.17
2pqz,10,5.19
3lp4,1,2.1
3lp4,2,1.0
3lp4,3,2.28
3lp4,4,1.71
3lp4,5,1.95
3lp4,6,3.77
3lp4,7,3.75
3lp4,8,3.27
3lp4,9,3.63
3lp4,10,2.96
2q7q,1,1.15
2q7q,2,1.17
2q7q,3,0.69
2q7q,4,4.08
2q7q,5,4.06
2q7q,6,4.04
2q7q,7,4.05
2q7q,8,3.13
2q7q,9,4.38
5mpz,1,5.95
5mpz,2,2.92
5mpz,3,3.25
5mpz,4,6.06
5mpz,5,6.29
5mpz,6,5.79
5mpz,7,4.02
5mpz,8,5.4
5mpz,9,1.3
4sga,1,0.42
4sga,2,1.28
4sga,3,6.77
4sga,4,9.25
4sga,5,8.95
4sga,6,8.71
4sga,7,8.91
4sga,8,3.39
4sga,9,7.69
4sga,10,6.92
3hzv,1,2.38
3hzv,2,5.24
3hzv,3,4.38
3hzv,4,5.31
3hzv,5,5.35
3hzv,6,4.94
3hzv,7,4.62
3hzv,8,3.85
3hzv,9,6.58
3hzv,10,6.11
2bak,1,2.09
2bak,2,3.62
2bak,3,1.22
2bak,4,3.12
2bak,5,4.23
2bak,6,5.22
2bak,7,4.3
2bak,8,13.88
2bak,9,9.45
2bak,10,7.48
5i7y,1,3.04
5i7y,2,0.74
5i7y,3,1.44
5i7y,4,3.45
5i7y,7,7.59
3uri,1,11.03
3uri,3,12.06
3uri,4,14.31
3uri,5,13.93
3uri,6,11.91
3uri,7,13.28
3uri,8,12.58
3uri,9,12.8
3uri,10,13.33
1yvm,1,2.91
1yvm,2,0.82
1yvm,3,1.46
1yvm,4,0.74
1yvm,5,3.99
1yvm,6,1.7
1yvm,7,1.9
1yvm,8,3.86
1yvm,9,4.31
1yvm,10,2.08
4djv,1,0.33
4djv,2,1.87
4djv,3,5.75
4djv,4,7.54
4djv,5,2.28
4djv,6,8.66
4djv,7,7.72
4djv,8,6.19
4djv,9,8.08
4djv,10,2.54
4r73,1,0.2
4r73,2,2.55
4r73,3,1.62
4r73,4,2.45
4r73,5,2.27
4r73,6,4.28
4r73,7,5.73
4r73,8,5.26
4r73,9,5.74
4r73,10,5.01
2qbu,1,0.25
2qbu,2,2.21
2qbu,3,2.88
2qbu,4,4.05
2qbu,5,3.9
2qbu,6,8.34
2qbu,7,7.81
2qbu,8,8.55
2qbu,9,6.33
2qbu,10,8.96
4rn4,1,7.28
4rn4,2,7.32
4rn4,3,8.48
4rn4,4,8.51
4rn4,5,5.97
4rn4,6,8.63
4rn4,7,8.52
4rn4,8,4.47
4rn4,9,5.98
4rn4,10,6.37
6ixd,1,3.5
6ixd,2,2.67
6ixd,3,3.05
6ixd,4,3.61
6ixd,5,3.66
6ixd,6,9.0
6ixd,7,2.43
6ixd,8,7.76
6ixd,9,15.02
6ixd,10,8.6
3zbx,1,0.27
3zbx,2,6.07
3zbx,3,6.09
3zbx,4,7.3
3zbx,5,2.86
3zbx,6,6.75
3zbx,7,6.37
3zbx,8,9.19
3zbx,9,6.58
2ptz,1,1.37
2ptz,2,1.53
2ptz,3,7.31
2ptz,4,7.33
2ptz,5,7.31
2ptz,6,6.98
2ptz,7,6.41
2ptz,8,7.09
2ptz,9,3.4
2ptz,10,6.71
1qbu,1,4.93
1qbu,2,10.7
1qbu,3,0.45
1qbu,4,9.85
1qbu,5,5.42
1qbu,6,9.57
1qbu,7,10.46
1qbu,8,9.08
1qbu,9,4.86
1qbu,10,2.16
4baq,1,0.29
4baq,2,1.62
4baq,3,2.53
4baq,4,4.49
4baq,5,4.25
4baq,6,7.56
4baq,7,7.09
4baq,8,5.59
4baq,9,5.15
2vvn,1,0.26
2vvn,2,6.21
2vvn,3,5.9
2vvn,4,2.93
2vvn,5,4.31
2vvn,6,5.67
2vvn,7,8.12
2vvn,8,6.91
2vvn,9,8.32
4zip,1,1.23
4zip,2,0.68
4zip,3,2.88
4zip,4,1.21
4zip,5,10.16
4zip,6,2.68
4zip,7,9.42
4zip,8,5.8
4zip,9,10.03
4zip,10,11.04
6r1a,1,2.6
6r1a,2,2.87
6r1a,3,1.2
6r1a,4,0.67
6r1a,5,6.8
6r1a,6,2.92
6r1a,7,7.31
6r1a,8,3.76
6r1a,9,3.45
6r1a,10,6.99
3b68,1,0.72
3b68,2,1.05
3b68,3,2.1
1v2k,1,0.19
1v2k,2,9.0
1v2k,3,1.69
1v2k,4,8.97
1v2k,5,10.42
1v2k,6,10.71
1v2k,7,10.68
1v2k,8,2.27
1v2k,9,1.84
1v2k,10,9.96
4b8y,4,6.71
4b8y,7,1.48
4b8y,8,2.93
6e23,1,0.36
6e23,2,7.98
6e23,3,8.13
6e23,4,6.31
6e23,5,8.05
6e23,6,6.8
6e23,7,8.28
6e23,8,6.86
6e23,9,8.66
6e23,10,8.41
4bs0,1,0.42
4bs0,2,4.33
4bs0,3,4.69
4bs0,4,2.06
4bs0,5,2.48
4bs0,6,4.26
4bs0,7,4.47
4bs0,8,3.87
4bs0,9,7.64
4bs0,10,7.1
3nkk,1,0.75
3nkk,2,2.03
3nkk,3,4.29
3nkk,4,4.59
3nkk,5,4.76
3nkk,6,2.65
3nkk,7,2.06
3nkk,8,3.9
3nkk,9,4.74
6fui,1,0.25
6fui,2,1.88
6fui,3,5.34
6fui,4,5.73
6fui,5,5.09
6fui,6,5.3
6fui,7,5.51
6fui,8,5.11
6fui,9,7.16
6fui,10,2.81
5u12,1,1.69
5u12,2,0.77
5u12,3,6.3
5u12,4,2.04
5u12,5,2.74
5u12,6,2.77
5u12,7,2.6
5u12,8,6.73
5u12,9,5.75
5n34,1,3.0
5n34,2,2.39
5n34,3,10.03
5n34,4,9.4
5n34,5,4.92
5n34,6,6.49
5n34,7,9.9
5n34,8,6.18
5n34,9,8.71
5n34,10,9.92
4loi,1,0.22
4loi,2,6.99
3hb4,1,2.1
3hb4,2,1.55
3hb4,3,0.64
3hb4,4,1.68
3hb4,5,10.04
3hb4,6,10.02
3hb4,7,9.95
3hb4,8,9.72
3hb4,9,10.32
3hb4,10,6.01
6ayi,1,0.63
6ayi,2,0.68
6ayi,3,3.32
6ayi,4,1.76
6ayi,5,3.28
6ayi,6,3.18
6ayi,7,1.86
6qln,1,8.41
6qln,2,7.65
6qln,3,8.73
6qln,4,6.45
6qln,5,10.22
6qln,6,7.36
6qln,7,8.7
6qln,8,9.81
6qln,9,10.26
6qln,10,1.62
1sqo,1,0.43
1sqo,2,6.35
1sqo,3,5.97
1sqo,4,2.25
1sqo,5,7.23
1sqo,6,5.74
1sqo,7,6.1
1sqo,8,6.4
1sqo,9,6.08
1sqo,10,6.11
2nsl,1,0.99
2nsl,2,1.32
2nsl,3,6.94
2nsl,4,2.28
2nsl,5,3.71
2nsl,6,3.37
2nsl,7,3.53
2nsl,8,7.35
1owh,1,2.34
1owh,2,9.67
1owh,3,0.64
1owh,4,9.61
1owh,5,9.62
1owh,6,9.67
1owh,7,1.6
1owh,8,9.67
1owh,9,2.3
1d4h,1,0.38
1d4h,2,10.65
1d4h,3,4.16
1d4h,4,1.65
1d4h,5,10.14
1d4h,6,5.04
1d4h,7,9.71
1d4h,8,5.91
1d4h,9,9.02
1d4h,10,10.67
6gnp,1,5.84
6gnp,2,5.92
6gnp,3,6.08
6gnp,5,5.27
6gnp,6,5.94
6gnp,7,5.19
6gnp,9,4.39
6ecz,1,1.87
6ecz,2,1.99
6ecz,3,1.42
6ecz,4,1.58
6ecz,5,6.6
6ecz,6,3.53
6ecz,7,6.68
6ecz,8,3.55
6ecz,9,8.0
6ecz,10,7.99
6i64,1,0.79
6i64,2,0.81
6i64,3,0.78
6i64,4,0.45
6i64,5,0.4
6i64,6,1.79
6i64,7,2.09
5lwd,1,3.37
5lwd,2,9.78
5lwd,3,9.12
5lwd,4,9.84
5lwd,5,4.59
5lwd,6,2.3
5lwd,7,9.5
5lwd,8,9.23
5lwd,9,6.21
5lwd,10,7.49
4dld,1,0.61
4dld,2,4.4
4dld,3,7.33
4dld,4,5.46
4dld,5,3.43
4dld,6,6.84
4dld,7,6.46
4dld,8,6.38
4dld,9,5.46
4dld,10,6.19
5e2k,1,1.67
5e2k,2,1.68
5e2k,3,1.38
5e2k,4,1.35
5e2k,5,0.5
5e2k,6,6.66
5e2k,7,6.66
5e2k,8,1.5
5e2k,9,2.0
5e2k,10,6.64
6j0o,1,7.88
6j0o,2,5.38
6j0o,3,4.32
6j0o,4,3.65
6j0o,5,5.05
6j0o,6,8.04
6j0o,7,3.58
6j0o,8,8.09
6j0o,9,2.68
6j0o,10,0.42
5h1t,1,4.61
5h1t,2,4.9
5h1t,3,0.72
5h1t,4,4.47
5h1t,5,3.41
5h1t,6,4.61
5h1t,7,6.65
5h1t,8,4.23
5h1t,9,4.64
5h1t,10,4.68
2oym,1,0.92
2oym,2,5.53
2oym,3,10.33
2oym,4,2.74
2oym,5,3.01
2oym,6,3.22
2oym,7,2.46
2oym,8,10.26
2oym,9,2.45
2oym,10,2.86
6phx,1,0.57
6phx,2,2.51
6phx,3,2.51
6phx,4,2.65
6phx,5,3.93
6phx,6,2.91
6phx,7,3.61
6phx,8,3.37
6phx,9,7.08
6phx,10,7.36
5btx,1,3.92
5btx,2,0.48
5btx,3,8.83
5btx,4,10.05
5btx,5,8.94
5btx,6,3.25
5btx,7,8.47
5btx,8,3.82
5btx,9,4.3
5btx,10,5.17
2whp,1,2.97
2whp,2,1.85
2whp,3,1.87
2whp,4,7.06
2whp,5,7.01
2whp,6,6.88
2whp,7,7.22
2whp,8,8.93
2whp,9,6.59
2whp,10,4.97
2zda,1,0.46
2zda,2,0.43
2zda,3,1.73
2zda,4,2.99
2zda,5,3.83
2zda,6,3.65
2zda,7,4.38
2zda,8,8.04
2zda,9,2.94
2zda,10,4.09
1g2k,1,0.55
1g2k,2,1.69
1g2k,3,10.32
1g2k,4,8.22
1g2k,5,10.7
1g2k,6,6.75
1g2k,7,5.26
1g2k,8,5.37
1g2k,9,7.74
1g2k,10,6.26
4qdk,1,1.04
4qdk,2,3.49
4qdk,3,8.53
1hee,1,0.62
1hee,2,0.65
1hee,3,5.88
1hee,4,6.43
1hee,5,6.43
1hee,6,1.83
1hee,7,1.56
1hee,8,1.84
1hee,9,2.72
1hee,10,5.74
6fnq,1,0.58
6fnq,2,4.95
6fnq,3,4.9
6fnq,4,10.23
6fnq,5,10.63
6fnq,6,2.43
6fnq,7,7.98
6fnq,8,8.31
6fnq,9,8.23
6fnq,10,9.97
1o0f,1,4.07
1o0f,2,1.49
1o0f,3,6.93
1o0f,4,9.28
1o0f,5,7.06
1o0f,6,8.97
1o0f,7,3.62
1o0f,8,2.82
1o0f,9,8.06
1o0f,10,8.04
6f20,1,1.32
6f20,2,3.05
6f20,3,1.7
6f20,4,5.48
6f20,5,5.7
6f20,6,5.38
6f20,7,4.43
6f20,8,3.86
6f20,9,6.16
6f20,10,5.56
6gdy,1,4.5
6gdy,2,2.09
6gdy,3,1.53
6gdy,4,4.48
6gdy,5,4.47
6gdy,6,2.17
6gdy,7,2.31
6gdy,8,4.87
6gdy,9,4.01
4jkw,1,1.42
4jkw,2,2.48
4jkw,3,4.29
4jkw,4,4.35
4jkw,5,3.89
4jkw,6,4.21
4jkw,7,2.52
4jkw,8,3.48
4jkw,9,2.98
1xk9,1,3.28
1xk9,2,4.6
1xk9,3,3.81
1xk9,4,2.86
1xk9,5,0.98
1xk9,6,5.54
1xk9,7,5.91
1xk9,8,3.72
1xk9,9,3.54
6qr0,1,0.26
6qr0,2,7.19
6qr0,3,6.85
6qr0,4,4.47
6qr0,5,6.61
6qr0,6,1.85
6qr0,7,7.33
6qr0,8,6.6
6qr0,9,4.22
6qr0,10,8.88
5mrm,1,1.26
5mrm,2,2.5
5mrm,3,2.68
5mrm,4,0.49
5mrm,5,6.01
5mrm,6,6.13
5mrm,7,6.84
5mrm,8,6.41
5mrm,9,7.8
5mrm,10,8.07
1koj,1,1.95
1koj,2,0.7
1koj,3,1.19
1koj,4,1.8
1koj,5,1.71
1koj,6,5.87
1koj,7,5.78
1koj,8,5.49
1koj,9,1.92
1koj,10,5.22
5om2,1,0.86
5om2,2,3.14
5om2,3,5.4
5om2,4,5.82
5om2,5,2.79
5om2,6,4.38
5om2,7,4.84
5om2,8,6.26
5om2,9,5.59
4ygf,1,3.14
4ygf,2,1.98
4ygf,3,2.36
4ygf,4,1.68
4ygf,5,6.1
4ygf,6,2.79
4ygf,7,6.12
4ygf,8,6.14
4ygf,9,4.15
4ygf,10,6.11
4x6n,1,0.32
4x6n,2,2.35
4x6n,3,9.96
4x6n,4,10.15
4x6n,5,9.08
4x6n,6,10.24
4x6n,7,10.42
4x6n,8,9.77
4x6n,9,6.44
4x6n,10,9.6
5km9,1,0.87
5km9,2,3.41
5km9,3,3.22
5km9,4,7.29
5km9,5,6.1
5km9,6,7.03
5km9,7,7.8
5km9,8,5.17
5km9,9,6.69
5km9,10,4.74
4xit,1,0.71
5n18,1,1.3
5n18,2,7.14
5n18,3,0.85
5n18,4,6.9
5n18,5,6.55
5n18,6,5.87
5n18,7,5.5
5n18,8,5.85
5n18,9,5.45
5n18,10,5.94
4l50,1,1.84
4l50,2,1.83
4l50,3,1.6
4l50,4,0.93
4l50,5,1.95
4l50,6,1.81
4l50,7,1.83
4l50,8,4.05
4l50,9,6.39
4l50,10,4.52
6qav,1,0.39
6qav,2,1.56
6qav,3,7.3
6qav,4,7.27
6qav,5,9.06
6qav,6,9.02
6qav,7,7.32
6qav,8,7.24
6qav,9,6.22
6qav,10,8.27
4gr0,1,2.27
4gr0,2,2.1
4gr0,3,1.15
4gr0,4,1.81
4gr0,5,7.7
4gr0,6,7.18
4gr0,7,7.08
4gr0,8,2.23
4gr0,9,3.24
4gr0,10,4.6
2jds,1,3.93
2jds,2,9.11
2jds,3,2.87
2jds,4,4.17
2jds,5,9.72
2jds,6,5.33
2jds,7,9.94
2jds,8,3.24
2jds,9,3.87
2jds,10,4.03
2e94,1,8.41
2e94,2,3.89
2e94,3,2.58
2e94,4,2.53
2e94,5,1.86
2e94,6,4.02
2e94,7,1.43
2e94,8,3.38
2e94,9,4.84
2e94,10,3.54
5j3l,1,5.96
5j3l,2,0.62
5j3l,3,0.64
5j3l,4,6.39
5j3l,5,1.41
5j3l,6,1.43
5j3l,7,6.19
5j3l,8,6.34
5j3l,9,6.11
5j3l,10,5.22
3f17,1,1.8
3f17,2,4.92
3f17,3,2.34
3f17,4,4.38
3f17,5,2.63
3f17,6,2.63
3f17,7,8.41
3f17,8,3.86
3f17,9,8.37
3f17,10,3.28
3wz6,1,9.19
3wz6,2,0.88
3wz6,3,7.16
3wz6,4,4.31
3wz6,5,7.63
3wz6,6,5.19
3wz6,7,5.04
3wz6,8,5.44
3wz6,9,6.53
3wz6,10,5.41
2qtt,1,0.25
2qtt,2,2.27
2qtt,3,2.56
4ceb,1,0.74
4ceb,2,4.24
4ceb,3,4.93
4ceb,4,4.8
4ceb,5,5.52
4ceb,6,2.31
4ceb,7,4.86
4ceb,8,4.66
4ceb,9,3.28
4ceb,10,6.36
1qk3,1,0.39
1qk3,2,3.27
1qk3,3,2.46
1qk3,4,1.89
1qk3,5,10.03
1qk3,6,2.65
1qk3,7,3.69
1qk3,8,3.55
1qk3,9,10.45
6r8o,1,0.31
6r8o,2,2.61
6r8o,3,1.97
6r8o,4,3.26
6r8o,5,1.99
6r8o,6,3.04
6r8o,7,7.4
6r8o,8,5.13
6r8o,9,2.33
6r8o,10,7.35
3k37,1,0.3
3k37,2,0.57
3k37,3,2.87
3k37,4,4.55
3k37,5,2.1
3k37,6,4.3
3k37,7,4.59
3k37,8,4.65
3k37,9,4.77
3k37,10,5.42
1xws,1,5.42
1xws,2,0.67
1xws,3,6.27
1xws,4,1.83
1xws,5,5.57
1xws,6,5.94
1xws,7,4.89
1xws,8,5.51
1xws,9,5.56
1xws,10,7.73
2vw5,1,0.37
2vw5,2,7.36
1yei,1,2.89
1yei,2,2.73
1yei,3,1.84
1yei,4,0.79
1yei,5,2.52
1yei,6,2.91
1yei,7,8.19
1yei,8,8.55
1yei,9,8.94
1yei,10,6.0
2qi0,1,1.62
2qi0,2,5.2
2qi0,3,4.09
2qi0,4,5.79
2qi0,5,4.29
2qi0,6,7.24
2qi0,7,3.41
2qi0,8,9.67
2qi0,9,8.62
2qi0,10,9.23
4wrb,1,0.81
4wrb,2,0.9
4wrb,3,1.24
4wrb,4,1.87
4wrb,5,2.22
4wrb,6,3.49
4wrb,7,2.0
4wrb,8,2.58
4wrb,9,2.25
2xn5,1,0.92
2xn5,2,3.47
2xn5,3,1.93
2xn5,4,6.35
2xn5,5,6.22
2xn5,6,4.7
2xn5,7,4.8
2xn5,8,4.29
2xn5,9,7.0
2xn5,10,7.57
4ddm,1,4.91
4ddm,2,5.64
4ddm,3,6.96
4ddm,4,2.63
4ddm,5,6.45
4ddm,6,6.75
4ddm,7,4.58
4ddm,8,4.63
4ddm,9,4.8
4ddm,10,4.16
5j7q,1,1.68
5j7q,2,6.56
5j7q,3,1.48
5j7q,4,6.68
5j7q,5,6.88
5j7q,6,6.74
5j7q,7,7.04
5j7q,8,3.1
5j7q,9,6.63
5j7q,10,7.23
5xpi,1,8.8
5xpi,2,8.81
5xpi,3,8.61
5xpi,4,8.39
5xpi,5,9.56
5xpi,6,8.83
5xpi,7,8.31
5xpi,8,8.34
5xpi,9,7.79
5xpi,10,8.38
1ony,1,2.93
1ony,2,0.92
1ony,3,3.84
1ony,4,4.11
1ony,5,5.96
1ony,6,7.9
1ony,7,6.89
1ony,8,5.93
1ony,9,5.21
1ony,10,6.35
966c,1,0.71
966c,2,3.53
966c,3,2.96
966c,4,3.63
966c,5,3.04
966c,6,3.8
966c,7,3.1
966c,8,5.98
966c,9,3.6
966c,10,6.29
1azm,1,1.33
1azm,2,1.1
1azm,3,2.29
1azm,4,1.74
1azm,5,1.79
1azm,6,2.2
1azm,7,1.8
1azm,8,5.59
1azm,9,5.64
1azm,10,5.48
2jgs,1,0.42
2jgs,2,7.05
2jgs,3,7.57
2jgs,4,6.47
2jgs,5,7.14
2jgs,6,2.18
2jgs,7,8.67
2jgs,8,7.49
2jgs,9,2.85
2jgs,10,8.14
4zx0,1,1.28
4zx0,2,3.76
4zx0,3,4.03
4zx0,4,3.83
4zx0,5,2.34
4zx0,6,4.53
4zx0,7,4.5
4zx0,8,4.6
4zx0,9,3.59
4zx0,10,3.95
5cxa,1,2.19
5cxa,2,2.2
5cxa,3,6.64
5cxa,4,7.1
5cxa,5,8.13
5cxa,6,6.22
5cxa,7,6.26
5cxa,8,7.79
5cxa,9,5.84
5cxa,10,2.66
3gt9,1,0.34
3gt9,2,1.9
3gt9,3,8.53
3gt9,4,6.49
3gt9,5,4.7
3gt9,6,6.88
3gt9,7,9.12
3gt9,8,9.51
3gt9,9,6.75
3gt9,10,6.43
2y82,1,1.24
2y82,2,0.86
2y82,3,9.02
2y82,4,2.6
2y82,5,2.51
2y82,6,8.62
2y82,7,2.93
2y82,8,5.64
2y82,9,2.74
2y82,10,4.55
2qw1,1,7.86
2qw1,2,3.93
2qw1,3,6.54
2qw1,4,5.65
2qw1,5,4.41
2qw1,6,4.35
2qw1,7,3.73
2qw1,8,5.95
2qw1,9,6.58
2qw1,10,4.99
6ma5,1,5.98
6ma5,2,5.87
6ma5,3,6.4
6ma5,4,6.19
6ma5,5,5.86
6ma5,6,6.05
6ma5,7,6.55
6ma5,8,6.27
6ma5,9,5.11
6ma5,10,4.96
1tjp,1,1.3
1tjp,2,1.05
1tjp,3,1.76
1tjp,4,2.07
1tjp,5,2.02
1tjp,6,1.39
1tjp,7,3.26
1tjp,8,6.43
1tjp,9,6.03
3rz7,1,6.43
3rz7,2,5.19
3rz7,3,1.37
3rz7,4,0.57
3rz7,5,5.82
3rz7,6,5.24
3rz7,7,1.98
3rz7,8,5.25
3rz7,9,9.33
3rz7,10,9.55
4i7p,1,3.0
4i7p,2,3.35
4i7p,3,0.46
4i7p,4,1.58
4i7p,5,3.18
4i7p,6,2.22
4i7p,7,2.08
4i7p,8,1.19
4i7p,9,2.73
6ftz,1,8.0
6ftz,2,1.2
6ftz,3,4.25
6ftz,4,8.1
6ftz,5,6.0
6ftz,6,6.66
6ftz,7,6.87
6ftz,8,7.0
6ftz,9,7.16
6ftz,10,6.01
4q8x,1,4.54
4q8x,2,4.54
4q8x,3,4.59
4q8x,4,4.87
4q8x,5,0.79
4q8x,6,4.86
4q8x,7,4.35
4q8x,8,6.59
4q8x,9,2.77
4q8x,10,4.8
4k5p,1,5.79
4k5p,2,5.85
4k5p,3,2.45
4k5p,4,5.95
4k5p,5,6.6
4k5p,6,2.19
4k5p,7,2.31
4k5p,8,5.39
4k5p,9,5.78
4k5p,10,5.45
6d9s,1,1.87
6d9s,2,2.19
6d9s,3,2.48
6d9s,4,6.79
6d9s,5,7.19
6d9s,6,6.16
6d9s,7,7.8
6d9s,8,7.02
6d9s,9,6.56
6d9s,10,7.0
4xtz,1,0.26
4xtz,2,1.76
4xtz,3,2.75
4xtz,4,6.56
4xtz,5,5.35
4xtz,6,3.8
4xtz,7,5.51
4xtz,8,2.91
4xtz,9,4.71
4xtz,10,5.46
4e0x,1,1.02
4e0x,2,0.98
4e0x,3,3.66
4e0x,4,4.99
4e0x,5,3.99
4e0x,6,3.84
4e0x,7,4.25
4e0x,8,4.77
4e0x,9,3.88
4e0x,10,4.09
4ujb,1,1.2
4ujb,2,2.17
4ujb,3,7.12
4ujb,4,2.31
4ujb,5,7.62
4ujb,6,8.34
4ujb,7,7.06
4ujb,8,8.42
4ujb,9,8.75
4ujb,10,5.49
2qmg,1,0.42
2qmg,2,1.76
2qmg,3,3.84
2qmg,4,2.73
2qmg,5,3.64
2qmg,6,9.23
2qmg,7,6.95
2qmg,8,4.54
2qmg,9,6.69
5hu9,1,0.8
5hu9,2,1.98
5hu9,3,12.99
5n3y,1,2.88
5n3y,2,2.29
5n3y,3,10.14
5n3y,4,9.91
5n3y,5,2.22
5n3y,6,9.94
5n3y,7,7.11
5n3y,8,9.58
5n3y,9,10.33
5n3y,10,6.42
3bgb,1,0.78
3bgb,2,1.11
3bgb,3,2.28
3bgb,4,4.86
3bgb,5,4.09
3bgb,6,2.16
3bgb,7,2.31
3bgb,8,3.76
3bgb,9,2.15
3bgb,10,3.88
5cst,1,3.29
3o5n,1,0.66
3o5n,2,4.24
3o5n,3,4.92
3o5n,4,3.82
3o5n,5,3.24
3o5n,6,5.48
3o5n,7,4.27
3o5n,8,4.8
3o5n,9,5.47
3o5n,10,6.32
3gv9,1,4.36
3gv9,2,4.17
3gv9,3,1.7
3gv9,4,4.35
3gv9,5,4.58
3gv9,6,2.9
3gv9,7,3.07
3gv9,8,4.08
3gv9,9,2.42
3gv9,10,4.16
4fxq,1,0.95
4fxq,2,0.91
1oif,1,0.82
1oif,2,3.4
1oif,3,4.19
1oif,4,2.64
1oif,5,3.09
1oif,6,3.67
1oif,7,2.22
1oif,8,4.03
1oif,9,3.59
1oif,10,3.95
4cwp,1,6.9
4cwp,2,6.84
4cwp,3,1.52
4cwp,4,7.0
4cwp,5,4.49
4cwp,7,6.28
4cwp,8,6.04
4cwp,9,6.37
3sus,1,0.28
3sus,2,4.28
3sus,3,5.84
3sus,4,5.35
2pvh,1,5.36
2pvh,2,4.95
2pvh,3,6.16
2pvh,4,4.83
2pvh,5,6.98
2pvh,6,6.26
2pvh,7,6.17
2pvh,8,7.0
2pvh,9,7.37
2pvh,10,3.73
2fxs,1,6.0
2fxs,2,5.63
2fxs,3,5.05
2fxs,4,7.88
2fxs,5,7.86
2fxs,6,5.57
2fxs,7,5.78
2fxs,8,8.38
2fxs,9,7.62
2fxs,10,7.7
5oh2,1,0.53
5oh2,2,1.54
5oh2,3,2.91
5oh2,4,2.91
5oh2,5,2.02
5oh2,6,2.85
5oh2,7,3.27
5oh2,8,3.32
5oh2,9,3.78
4eo6,1,0.3
4eo6,2,8.08
4eo6,3,1.46
4eo6,4,8.97
4eo6,5,8.31
4eo6,6,5.35
4eo6,7,4.37
4eo6,8,6.13
4eo6,9,8.71
4cwf,1,4.02
4cwf,3,2.03
4cwf,4,3.83
4cwf,5,4.07
4cwf,6,0.72
4cwf,8,4.89
4cwf,10,4.38
6stl,1,0.17
6stl,2,0.16
6stl,3,0.14
6stl,4,1.7
6stl,5,1.83
6stl,6,2.94
6stl,7,2.94
6stl,8,4.8
6stl,9,4.78
6stl,10,3.75
3ffp,1,0.31
3ffp,2,3.89
3ffp,3,3.35
3ffp,4,2.15
3ffp,5,2.98
3ffp,6,2.45
3ffp,7,2.0
3ffp,8,3.12
3ffp,9,4.61
3ffp,10,5.71
4cg8,1,3.99
4cg8,2,3.75
4cg8,3,4.63
4cg8,4,2.97
4cg8,5,12.56
4cg8,6,12.06
4cg8,7,10.08
4cg8,8,8.58
4cg8,9,7.96
4cg8,10,7.37
1o0m,1,0.57
1o0m,2,6.68
1o0m,3,2.95
1o0m,4,4.89
1o0m,5,7.26
1o0m,6,5.67
1o0m,7,5.14
1o0m,8,5.27
1o0m,9,4.33
1o0m,10,6.4
4oc5,1,0.73
4oc5,2,2.43
4oc5,3,2.66
2v25,1,0.44
2v25,2,0.51
2v25,3,1.4
2v25,4,3.22
2v25,5,3.06
2v25,6,2.37
2v25,7,2.46
2v25,8,3.13
2v25,9,2.68
2v25,10,8.61
5g5v,1,2.76
5g5v,2,1.29
5g5v,3,1.02
5g5v,4,3.95
5g5v,5,3.39
5g5v,6,9.41
5g5v,7,2.96
5g5v,8,4.19
5g5v,9,4.06
3u6i,1,0.33
3u6i,2,2.84
3u6i,3,1.41
3u6i,4,2.45
3u6i,5,2.29
3u6i,6,3.08
6dy7,1,1.25
6dy7,2,8.56
6dy7,3,2.46
6dy7,4,3.42
6dy7,5,6.89
6dy7,6,2.04
6dy7,7,3.0
6dy7,8,3.13
6dy7,9,6.81
6dy7,10,7.48
3veh,1,5.55
3veh,2,2.42
3veh,3,0.63
3veh,4,3.03
3veh,5,8.15
3veh,6,5.85
3veh,7,6.71
3veh,8,6.39
3veh,9,2.77
1c5n,1,0.88
1c5n,2,0.93
1c5n,3,1.83
1c5n,4,3.53
1c5n,5,5.31
1c5n,6,3.82
1c5n,7,3.9
1c5n,8,6.05
1c5n,9,5.07
1c5n,10,5.69
5f61,1,0.52
5f61,2,2.89
5f61,3,1.42
5f61,4,2.64
5f61,5,6.69
5f61,6,4.71
5f61,7,5.21
5f61,8,7.21
