PDB code,Protein name
3gss,GLUTATHIONE S-TRANSFERASE P1-1
3iue,PANTOTHENATE SYNTHETASE
3qqa,CMER
3qqs,ANTHRANILATE PHOSPHORIBOSYLTRANSFERASE
3wz8,ENDOTHIAPEPSIN
4dld,"GLUTAMATE RECEPTOR, IONOTROPIC KAINATE 1"
4e9u,DEHYDROSQUALENE SYNTHASE
4lj8,CHAPERONE PROTEIN CLPB
4p5d,2'-DEOXYNUCLEOSIDE 5'-PHOSPHATE N-HYDROLASE 1
4r4o,REPLICATION PROTEIN A 70 KDA DNA-BINDING SUBUNIT
4rqk,3-PHOSPHOINOSITIDE-DEPENDENT PROTEIN KINASE 1
4z84,CAMP-DEPENDENT PROTEIN KINASE
4zec,"ABC TRANSPORTER, SUBSTRATE BINDING PROTEIN"
5d2r,CONSERVED HYPOTHETICAL SECRETED PROTEIN
5tb6,CREB-BINDING PROTEIN
6bs3,PUTATIVE ATPASE RV3679
6ced,HISTONE DEACETYLASE 6
6ftp,ALPHA-1-ANTICHYMOTRYPSIN
6i14,FASCIN
4do5,ALPHA-N-ACETYLGALACTOSAMINIDASE
4km2,DIHYDROFOLATE REDUCTASE
5dw2,BROMODOMAIN-CONTAINING PROTEIN 4
6bm5,METHIONINE SYNTHASE
1k4g,TRNA GUANINE TRANSGLYCOSYLASE
1o2w,TRYPSIN BETA
1ogz,STEROID DELTA-ISOMERASE
1q54,ISOPENTENYL-DIPHOSPHATE DELTA-ISOMERASE
1qbn,TRYPSIN
1u1w,PHENAZINE BIOSYNTHESIS PROTEIN PHZF
2pu1,ENOLASE
2r3t,HIV-1 PROTEASE
2vmf,BETA-MANNOSIDASE
2z94,REPLICASE POLYPROTEIN 1AB
3e5u,CYCLIC NUCLEOTIDE-BINDING PROTEIN
3ehy,MACROPHAGE METALLOELASTASE (MMP-12)
4b6r,3-DEHYDROQUINATE DEHYDRATASE
4des,TRANSTHYRETIN
4qdk,MAGNESIUM-PROTOPORPHYRIN O-METHYLTRANSFERASE
4rww,LMO2692 PROTEIN
5egu,BROMODOMAIN-CONTAINING PROTEIN 4
5eng,CREB-BINDING PROTEIN
5lso,SPLICING FACTOR 45
5mme,CREB-BINDING PROTEIN
5ndf,POLYPEPTIDE N-ACETYLGALACTOSAMINYLTRANSFERASE 2
5oq8,SERINE/THREONINE-PROTEIN KINASE CHK1
6d18,CARBAPENEM-HYDROLYZING BETA-LACTAMASE KPC
6pvv,RIBONUCLEASE
4azc,BETA-N-ACETYLHEXOSAMINIDASE
4jne,CHAPERONE PROTEIN DNAK
4xya,BROMODOMAIN-CONTAINING PROTEIN 4
3tcg,PERIPLASMIC OLIGOPEPTIDE-BINDING PROTEIN
5eh5,CARBONIC ANHYDRASE 2
5lif,THERMOLYSIN
5za7,UROKINASE-TYPE PLASMINOGEN ACTIVATOR CHAIN B
6gj8,GTPASE KRAS
4cfl,BROMODOMAIN-CONTAINING PROTEIN 4
4zei,"ABC TRANSPORTER, SUBSTRATE BINDING PROTEIN"
6fmc,NEUROPILIN-1
1b3l,OLIGO-PEPTIDE BINDING PROTEIN
1e1x,CELL DIVISION PROTEIN KINASE 2
1ydk,GLUTATHIONE S-TRANSFERASE A1
2brm,SERINE/THREONINE-PROTEIN KINASE CHK1
2tmn,THERMOLYSIN
3eeb,RTX TOXIN RTXA
3h1x,"PHOSPHOLIPASE A2, VRV-PL-VIIIA"
3qgw,TYROSINE-PROTEIN KINASE ITK/TSK
3uev,BETA-LACTOGLOBULIN
4arb,ACETYLCHOLINESTERASE
4de0,BETA-LACTAMASE CTX-M-9A
4wk1,PSTA
5fsy,MACRODOMAIN
5t8p,MITOGEN-ACTIVATED PROTEIN KINASE KINASE KINASE 14
6dpx,BETA-LACTAMASE
6eq2,"7,8-DIHYDRO-8-OXOGUANINE TRIPHOSPHATASE"
1v2n,TRYPSIN
2weq,HEAT SHOCK PROTEIN HSP82
3old,ALPHA-AMYLASE
5fhn,GLUTAMATE RECEPTOR 2
5lvl,3-PHOSPHOINOSITIDE-DEPENDENT PROTEIN KINASE 1
6md0,PEROXISOME PROLIFERATOR-ACTIVATED RECEPTOR GAMMA
1ugx,AGGLUTININ ALPHA CHAIN
3ebp,GLYCOGEN PHOSPHORYLASE
4csd,FUCOSE-BINDING LECTIN PROTEIN
5cp5,BROMODOMAIN-CONTAINING PROTEIN 4
6ey9,HEAT SHOCK PROTEIN HSP90-ALPHA
1a4w,THROMBIN ALPHA
1jao,NEUTROPHIL COLLAGENASE (MMP-8)
1kyv,"6,7-DIMETHYL-8-RIBITYLLUMAZINE SYNTHASE"
1ndv,ADENOSINE DEAMINASE
1o0h,RIBONUCLEASE A
1pph,TRYPSIN
1qf2,THERMOLYSIN
1qka,OLIGO-PEPTIDE BINDING PROTEIN
1yds,CAMP-DEPENDENT PROTEIN KINASE
1yet,HEAT SHOCK PROTEIN HSP90-ALPHA
2ans,ADIPOCYTE LIPID-BINDING PROTEIN
2xn3,THYROXINE-BINDING GLOBULIN
3kgu,TRANSTHYRETIN
3neo,TRANSTHYRETIN
3r4m,HEAT SHOCK PROTEIN HSP90-ALPHA
3zv7,ACETYLCHOLINESTERASE
4kyh,LACTOYLGLUTATHIONE LYASE
4lkk,HEMAGGLUTININ
4rdn,YTH DOMAIN-CONTAINING FAMILY PROTEIN 2
4u0f,CAPSID PROTEIN P24
4y5d,STREPTAVIDIN
5ivc,LYSINE-SPECIFIC DEMETHYLASE 5A
5owl,"CASEIN KINASE II, ALPHA SUBUNIT"
6eux,POLYMERASE BASIC PROTEIN 2
6gw4,CAPSID PROTEIN
6mh1,BROMODOMAIN-CONTAINING PROTEIN 4
6r8w,PEPTIDYL-PROLYL CIS-TRANS ISOMERASE F
1fv0,PHOSPHOLIPASE A2
6ej3,BETA-SECRETASE 1
1kv1,MITOGEN-ACTIVATED PROTEIN KINASE P38
3lmk,METABOTROPIC GLUTAMATE RECEPTOR 5
4mr3,BROMODOMAIN-CONTAINING PROTEIN 4
4ra1,"ABC TRANSPORTER, SUBSTRATE BINDING PROTEIN"
5y13,"FATTY ACID-BINDING PROTEIN, ADIPOCYTE"
2weh,CARBONIC ANHYDRASE 2
5a6k,GH20C
6epa,FI18190P1
6fz4,"GLUTAMATE RECEPTOR, IONOTROPIC KAINATE 1"
1b9j,OLIGO-PEPTIDE BINDING PROTEIN
1d6w,THROMBIN
1nl9,PROTEIN-TYROSINE PHOSPHATASE
1o36,TRYPSIN BETA
1q8u,CAMP-DEPENDENT PROTEIN KINASE
2j79,BETA-GLUCOSIDASE A
2xht,HEAT SHOCK PROTEIN HSP90-ALPHA
3wz6,ENDOTHIAPEPSIN
4d4d,"ALPHA-1,6-MANNANASE"
4de1,BETA-LACTAMASE CTX-M-9A
4msc,"CGMP 3',5'-CYCLIC PHOSPHODIESTERASE"
4w9i,TRANSCRIPTION ELONGATION FACTOR B POLYPEPTIDE 2
4zw8,M1 FAMILY AMINOPEPTIDASE
5od1,MID1SC10
5ovc,SH3 AND MULTIPLE ANKYRIN REPEAT DOMAINS PROTEIN 3
5ttw,POLYCOMB PROTEIN EED
5umx,GLYOXALASE/BLEOMYCIN RESISANCE PROTEIN/DIOXYGENASE
5vcw,MEMBRANE-ASSOCIATED TYROSINE- AND THREONINE-SPECIFIC CDC2
6d9s,HYPOXANTHINE PHOSPHORIBOSYLTRANSFERASE
6eqp,CHOLINESTERASE
1uwt,BETA-GALACTOSIDASE
4fm8,BETA-SECRETASE 1
4nkt,POLY(A) RNA POLYMERASE PROTEIN CID1
4tjz,FATTY ACID-BINDING PROTEIN
4yx4,CARBONIC ANHYDRASE 2
1uwu,BETA-GALACTOSIDASE
6jb4,"ABC TRANSPORTER, PERIPLASMIC SUBSTRATE-BINDING PROTEIN"
3e12,2-DEHYDRO-3-DEOXYPHOSPHOOCTONATE ALDOLASE
3huc,MITOGEN-ACTIVATED PROTEIN KINASE 14
4az5,BETA-N-ACETYLHEXOSAMINIDASE
6jbb,"ABC TRANSPORTER, PERIPLASMIC SUBSTRATE-BINDING PROTEIN"
1a1e,C-SRC TYROSINE KINASE
1ado,ALDOLASE
1c5s,TRYPSIN
1ceb,PLASMINOGEN
1d2e,ELONGATION FACTOR TU (EF-TU)
1f0t,TRYPSIN
1jq8,PHOSPHOLIPASE A2
1ssq,SERINE ACETYLTRANSFERASE
1xk5,SNURPORTIN-1
2bvd,ENDOGLUCANASE H
2gh9,MALTOSE/MALTODEXTRIN-BINDING PROTEIN
2izl,STREPTAVIDIN
2r43,HIV-1 PROTEASE
2rcn,GTPASE ENGC
2vqt,BETA-MANNOSIDASE
2wf5,BETA-PHOSPHOGLUCOMUTASE
3ddg,ALPHA-MANNOSIDASE II
3l4w,MALTASE-GLUCOAMYLASE
3nex,TRANSTHYRETIN
3ucj,CARBONIC ANHYDRASE
3uil,PEPTIDOGLYCAN RECOGNITION PROTEIN 1
4bb9,GLUCOKINASE REGULATORY PROTEIN
4kwg,ALDEHYDE DEHYDROGENASE
4p3h,KSHV PROTEASE
4rr6,PROBABLE THREONINE--TRNA LIGASE 2
5f0f,HTH-TYPE TRANSCRIPTIONAL REGULATOR ETHR
5f1r,LISTERIOLYSIN REGULATORY PROTEIN
5j82,HEAT SHOCK PROTEIN HSP90-ALPHA
5kcb,SA2223 PROTEIN
5vd1,MEMBRANE-ASSOCIATED TYROSINE- AND THREONINE-SPECIFIC CDC2
6f90,"ALPHA-1,2-MANNOSIDASE, PUTATIVE"
6qgf,GALECTIN-3
1b5h,OLIGO-PEPTIDE BINDING PROTEIN
1eb2,TRYPSIN
2vl4,BETA-MANNOSIDASE
4b6s,3-DEHYDROQUINATE DEHYDRATASE
5mmg,CREB-BINDING PROTEIN
5uez,BROMODOMAIN-CONTAINING PROTEIN 4
3coy,PANTOTHENATE SYNTHETASE
3f3c,TRANSPORTER
3su6,NS3/4A PROTEASE
3zq9,XYLOGLUCANASE
4og4,MENIN
5er1,ENDOTHIAPEPSIN
5oht,SULFOQUINOVOSIDASE
5yhg,NICKEL ABC TRANSPORTER SUBSTRATE-BINDING PROTEIN
1okl,CARBONIC ANHYDRASE 2
1os0,THERMOLYSIN
1sh9,HIV-1 PROTEASE
1t7d,SIGNAL PEPTIDASE I
2ce9,TRANSDUCIN-LIKE ENHANCER PROTEIN 1
4f9u,CG32412
4zb8,PCURE2P6
5cso,RIBOSOME INACTIVATING PROTEIN
1xbo,"PROTEIN-TYROSINE PHOSPHATASE, NON-RECEPTOR TYPE 1"
4km0,DIHYDROFOLATE REDUCTASE
4nuc,BROMODOMAIN-CONTAINING PROTEIN 4
4tkj,FATTY ACID-BINDING PROTEIN
6g3v,CARBONIC ANHYDRASE 1
6hm1,GLYCOSIDE HYDROLASE FAMILY 18
6ic2,CARBONIC ANHYDRASE 2
1eoc,"PROTOCATECHUATE 3,4-DIOXYGENASE ALPHA CHAIN"
3bgb,HIV-1 PROTEASE
3iss,UDP-N-ACETYLGLUCOSAMINE 1
3ouj,EGL NINE HOMOLOG 1
3pcf,"PROTOCATECHUATE 3,4-DIOXYGENASE"
4ara,ACETYLCHOLINESTERASE
4kqp,GLUTAMINE ABC TRANSPORTER PERMEASE AND SUBSTRATE BI
4m12,TYROSINE-PROTEIN KINASE ITK/TSK
5g2g,STEROID DELTA-ISOMERASE
5n0f,"ALPHA-1,6-MANNANASE"
6eln,HEAT SHOCK PROTEIN HSP90-ALPHA
1g7q,"H-2 CLASS I HISTOCOMPATIBILITY ANTIGEN, K-B"
1kjr,GALECTIN-3
1qb6,TRYPSIN
2fxs,HEAT SHOCK PROTEIN HSP82
2nnd,MAJOR URINARY PROTEIN
3sfg,RNA-DEPENDENT RNA POLYMERASE
4io3,AVGLUR1 LIGAND BINDING DOMAIN
4l50,TRANSCRIPTIONAL REGULATOR LSRR
5d3l,BROMODOMAIN-CONTAINING PROTEIN 4
5jhb,"PHOSPHATIDYLINOSITOL-4,5-BISPHOSPHATE 3-KINASE"
6ge7,BETA-LACTOGLOBULIN
1jmg,THYMIDYLATE SYNTHASE
2gst,GLUTATHIONE S-TRANSFERASE (ISOENZYME 3-3)
2w5g,RIBONUCLEASE
3b25,HEAT SHOCK PROTEIN HSP90-ALPHA
3c89,BOTULINUM NEUROTOXIN A LIGHT CHAIN
3fvl,CARBOXYPEPTIDASE A1
3owj,"CASEIN KINASE II, ALPHA SUBUNIT"
6uh0,CARBONIC ANHYDRASE 2
1nhz,GLUCOCORTICOID RECEPTOR
2wc3,BETA-GLUCOSIDASE A
2wej,CARBONIC ANHYDRASE 2
3bkk,ANGIOTENSIN-CONVERTING ENZYME
3iw5,MITOGEN-ACTIVATED PROTEIN KINASE 14
4kp5,CARBONIC ANHYDRASE 12
5h9r,GALECTIN-3
5u0y,DIHYDROPTEROATE SYNTHASE
6qz5,INDUCED MYELOID LEUKEMIA CELL DIFFERENTIATION PROTEIN MCL
1o2n,TRYPSIN BETA
1ogx,STEROID DELTA-ISOMERASE
1w9u,CHITINASE
3p8z,NON-STRUCTURAL PROTEIN 5
5d26,BROMODOMAIN-CONTAINING PROTEIN 4
5e7n,REPLICATION PROTEIN A 70 KDA DNA-BINDING SUBUNIT
5fso,"7,8-DIHYDRO-8-OXOGUANINE TRIPHOSPHATASE"
6dsp,AUTOINDUCER 2-BINDING PROTEIN LSRB
6eed,M1 FAMILY AMINOPEPTIDASE
6hpw,PROTEIN ENL
1azm,CARBONIC ANHYDRASE 1
1dzk,ODORANT-BINDING PROTEIN
1lgt,"BIPHENYL-2,3-DIOL 1,2-DIOXYGENASE"
1m2q,"CASEIN KINASE II, ALPHA SUBUNIT"
2e7f,5-METHYLTETRAHYDROFOLATE CORRINOID/IRON SULFUR
2ewb,LEUCINE AMINOPEPTIDASE
2flr,COAGULATION FACTOR VII
2p7a,ESTROGEN-RELATED RECEPTOR GAMMA
2wed,PENICILLOPEPSIN
2yay,DUTPASE
3c8b,BOTULINUM NEUROTOXIN A LIGHT CHAIN
3cke,ARISTOLOCHENE SYNTHASE
3v2n,CARTILAGE OLIGOMERIZATION MATRIX PROTEIN
4gah,THIOESTERASE SUPERFAMILY MEMBER 4
4kxn,2'-DEOXYNUCLEOSIDE 5'-PHOSPHATE N-HYDROLASE 1
4kzq,TANKYRASE-2
4l19,COLLAGENASE 3 (MMP-13)
4r5t,M1 FAMILY AMINOPEPTIDASE
5efh,HDAC6 PROTEIN
6mlo,LYSINE/ARGININE/ORNITHINE-BINDING PERIPLASMIC PROTEIN
1g32,PROTHROMBIN
1m2p,"CASEIN KINASE II, ALPHA SUBUNIT"
1o2z,TRYPSIN BETA
2qnq,HIV-1 PROTEASE
4kao,FOCAL ADHESION KINASE 1
4m7j,"ANTIBODY FAB IGG1K, S25-26"
4tqn,CREB-BINDING PROTEIN
5f1x,78 KDA GLUCOSE-REGULATED PROTEIN
5kax,CTR107 PROTEIN
6b4d,CARBONIC ANHYDRASE 2
6hq7,EAL ENZYME BD1971
1nc1,MTA/SAH NUCLEOSIDASE
1x8r,3-PHOSPHOSHIKIMATE 1-CARBOXYVINYLTRANSFERASE
2fgv,HIV-1 PROTEASE
2p2a,GLUTAMATE RECEPTOR 2
2wvt,ALPHA-L-FUCOSIDASE
3qfy,CELLOBIOSE PHOSPHORYLASE
4ayp,"MANNOSYL-OLIGOSACCHARIDE 1,2-ALPHA-MANNOSIDASE"
4hp0,LYSOZYME C
4k4j,RETINOIC ACID RECEPTOR RXR-ALPHA
6fmj,TRANSCRIPTION ELONGATION FACTOR B POLYPEPTIDE 2
6ugn,CARBONIC ANHYDRASE 2
6j72,ISONIAZID INDUCIBLE GENE PROTEIN INIA
2c97,"6,7-DIMETHYL-8-RIBITYLLUMAZINE SYNTHASE"
2fqt,S-RIBOSYLHOMOCYSTEINE LYASE
2zym,SOLUTE-BINDING PROTEIN
4zx1,CARBONIC ANHYDRASE 2
5nk9,EPHRIN TYPE-A RECEPTOR 2
5u49,TRANSTHYRETIN
1u0g,GLUCOSE-6-PHOSPHATE ISOMERASE
1zs0,NEUTROPHIL COLLAGENASE (MMP-8)
2r75,CELL DIVISION PROTEIN FTSZ
3arw,CHITINASE A
4f6u,CYCLIN-DEPENDENT KINASE 8
5dit,PEPTIDYL-PROLYL CIS-TRANS ISOMERASE FKBP5
5ftg,CHOLINE KINASE ALPHA
5wxh,TRANSCRIPTION INITIATION FACTOR TFIID SUBUNIT 3
6eq3,"7,8-DIHYDRO-8-OXOGUANINE TRIPHOSPHATASE"
6g98,CARBONIC ANHYDRASE 9
6guk,CYCLIN-DEPENDENT KINASE 2
6mu3,"ANTIBODY FAB 2G12, LIGHT CHAIN"
1ppc,TRYPSIN
2i4j,PEROXISOME PROLIFERATOR-ACTIVATED RECEPTOR GAMMA
4o04,HEAT SHOCK PROTEIN HSP90-ALPHA
5nwi,14-3-3 C-1 PROTEIN
6ugp,CARBONIC ANHYDRASE 2
1a9q,PURINE NUCLEOSIDE PHOSPHORYLASE
1d6v,CHIMERIC GERMLINE PRECURSOR OF OXY-COPE
1k1o,TRYPSIN
1ndy,ADENOSINE DEAMINASE
1yc1,HEAT SHOCK PROTEIN HSP90-ALPHA
3bkl,ANGIOTENSIN-CONVERTING ENZYME
3hk1,ADIPOCYTE LIPID-BINDING PROTEIN
4aq4,SN-GLYCEROL-3-PHOSPHATE-BINDING PERIPLASMIC PROTEIN
4b9k,TRANSCRIPTION ELONGATION FACTOR B POLYPEPTIDE 2
4fht,PCAV TRANSCRIPTIONAL REGULATOR
4pfu,ABC TRANSPORTER SUBSTRATE-BINDING PROTEIN
5fnt,KELCH-LIKE ECH-ASSOCIATED PROTEIN 1
6r8l,PEPTIDYL-PROLYL CIS-TRANS ISOMERASE F
1xhy,GLUTAMATE RECEPTOR 2
3c8a,BOTULINUM NEUROTOXIN A LIGHT CHAIN
3w9r,ABSCISIC ACID RECEPTOR PYL9
4q6e,CARBONIC ANHYDRASE 2
1iy7,CARBOXYPEPTIDASE A
1tq4,INTERFERON-INDUCIBLE GTPASE
1v2k,TRYPSIN
2bt9,LECTIN
2qbu,PRECORRIN-2 METHYLTRANSFERASE
3u5l,BROMODOMAIN-CONTAINING PROTEIN 4
4wrb,MACROPHAGE MIGRATION INHIBITORY FACTOR
5u0z,DIHYDROPTEROATE SYNTHASE
1owe,UROKINASE-TYPE PLASMINOGEN ACTIVATOR
1sqt,UROKINASE-TYPE PLASMINOGEN ACTIVATOR
2aj8,DIPEPTIDYL PEPTIDASE 4
4ad2,GLYCOSYL HYDROLASE FAMILY 71
4k6i,RETINOIC ACID RECEPTOR RXR-ALPHA
4ufi,GALACTOCEREBROSIDASE
1b3h,OLIGO-PEPTIDE BINDING PROTEIN
3s8n,GROWTH FACTOR RECEPTOR-BOUND PROTEIN 2
3sug,NS3/4A PROTEASE
4cg9,CHOLINE KINASE ALPHA
4mul,PANTOTHENATE SYNTHETASE
4ymb,"GLUTAMATE RECEPTOR, IONOTROPIC KAINATE 1"
5en3,TRANSTHYRETIN
5vyy,HEAT SHOCK PROTEIN HSP90-ALPHA
1l8g,"PROTEIN-TYROSINE PHOSPHATASE, NON-RECEPTOR TYPE 1"
2xda,3-DEHYDROQUINATE DEHYDRATASE
3acl,PIRIN
3ip5,"ABC TRANSPORTER, SUBSTRATE BINDING PROTEIN"
3lpp,SUCRASE-ISOMALTASE
3p2e,16S RRNA METHYLASE
3pd9,GLUTAMATE RECEPTOR 2
4bqg,HEAT SHOCK PROTEIN HSP90-ALPHA
4m0e,ACETYLCHOLINESTERASE
4mdn,E3 UBIQUITIN-PROTEIN LIGASE MDM2
4nja,6C8 LIGHT CHAIN
6eiz,CC-HEX2
6gjn,PEPTIDYL-PROLYL CIS-TRANS ISOMERASE A
6hgi,ALPHA-1-ANTICHYMOTRYPSIN
1m7d,ANTIBODY FAB FRAGMENT
4w9j,TRANSCRIPTION ELONGATION FACTOR B POLYPEPTIDE 2
5wa8,HISTIDINE TRIAD NUCLEOTIDE-BINDING PROTEIN 1
5y12,"FATTY ACID-BINDING PROTEIN, ADIPOCYTE"
6qr4,TRNA (GUANINE-N(1)-)-METHYLTRANSFERASE
3vh9,LEUCYL AMINOPEPTIDASE
5lwd,THERMOLYSIN
6eir,DUAL SPECIFICITY TYROSINE-PHOSPHORYLATION-REGULATED KINASE
6hh3,ADP-RIBOSYLHYDROLASE LIKE 2
6i61,ESTROGEN-RELATED RECEPTOR GAMMA
1gnm,HIV-1 PROTEASE
2o4z,CARBONIC ANHYDRASE 2
2zdn,TRYPSIN
3rf4,MACROPHAGE MIGRATION INHIBITORY FACTOR
4bcp,CELL DIVISION PROTEIN KINASE 2
1wcq,NEURAMINIDASE
3bgz,SERINE/THREONINE-PROTEIN KINASE PIM-1
3su4,NS3/4A PROTEASE
4r4t,REPLICATION PROTEIN A 70 KDA DNA-BINDING SUBUNIT
4ua8,CARBOHYDRATE ABC TRANSPORTER SUBSTRATE-BINDING PROT
4wiv,BROMODOMAIN-CONTAINING PROTEIN 4
5oku,UNCHARACTERIZED PROTEIN FAMILY UPF0065:TAT PATHWAY SIGNAL
6f1n,HEAT SHOCK PROTEIN HSP90-ALPHA
1pbq,N-METHYL-D-ASPARTATE RECEPTOR SUBUNIT 1
2j94,COAGULATION FACTOR X
3bfu,GLUTAMATE RECEPTOR 2
4f0c,GLUTATHIONE TRANSFERASE
4r4i,REPLICATION PROTEIN A 70 KDA DNA-BINDING SUBUNIT
6ugr,CARBONIC ANHYDRASE 2
1afl,RIBONUCLEASE A
1atl,ATROLYSIN C
1w3l,ENDOGLUCANASE 5A
2aog,HIV-1 PROTEASE
4djw,BETA-SECRETASE 1
4q99,CARBONIC ANHYDRASE 2
4rd6,TRANSLATION INITIATION FACTOR 2 SUBUNIT GAMMA
4zb6,PCURE2P4
5ia1,EPHRIN TYPE-A RECEPTOR 2
5ix0,HISTONE DEACETYLASE 2
5lz7,PLATELET-ACTIVATING FACTOR ACETYLHYDROLASE
5nz4,NEURAMINIDASE
2xyt,ACETYLCHOLINE RECEPTOR
3f48,TRANSPORTER
3h8b,CATHEPSIN L1
3v2q,CARTILAGE OLIGOMERIZATION MATRIX PROTEIN
4d8z,DIHYDROPTEROATE SYNTHASE
4lj5,CHAPERONE PROTEIN CLPB
4n7u,BUTYROPHILIN SUBFAMILY 3 MEMBER A1
4r06,PEROXISOME PROLIFERATOR-ACTIVATED RECEPTOR GAMMA
5za8,UROKINASE-TYPE PLASMINOGEN ACTIVATOR CHAIN B
6elo,HEAT SHOCK PROTEIN HSP90-ALPHA
6o5a,HIV-1 PROTEASE
1d4p,THROMBIN ALPHA
1lag,"LYSINE,ARGININE,ORNITHINE-BINDING PROTEIN"
1wdn,GLUTAMINE BINDING PROTEIN
1wm1,PROLINE IMINOPEPTIDASE
2oi2,MEVALONATE KINASE
2q89,PUTATIVE ABC TRANSPORTER AMINO ACID-BINDING
2vrj,BETA-GLUCOSIDASE A
3ebl,GIBBERELLIN RECEPTOR GID1
3k5v,TYROSINE-PROTEIN KINASE ABL1
3t70,DEOXYURIDINE 5'-TRIPHOSPHATE NUCLEOTIDOHYDROLASE
4e1k,BIFUNCTIONAL PROTEIN GLMU
4eor,CELL DIVISION PROTEIN KINASE 2
4etz,PELD
4oag,MITOCHONDRIAL DYNAMIC PROTEIN MID51
4pow,NOPALINE-BINDING PERIPLASMIC PROTEIN
4q08,CARBONIC ANHYDRASE 2
5d25,BROMODOMAIN-CONTAINING PROTEIN 4
5dhu,NAD KINASE 1
5htl,MSHA BIOGENESIS PROTEIN MSHE
6qgg,"APOPTOSIS REGULATOR BCL-2,BCL-2-LIKE PROTEIN 1"
1nja,THYMIDYLATE SYNTHASE
2bal,MITOGEN-ACTIVATED PROTEIN KINASE 14
2pvu,ARTJ
3q44,M1 FAMILY AMINOPEPTIDASE
3u93,"GLUTAMATE RECEPTOR, IONOTROPIC KAINATE 3"
3uew,BETA-LACTOGLOBULIN
4cpy,NEURAMINIDASE
4d1j,"BETA-GALACTOSIDASE, BGL35A"
4der,TRANSTHYRETIN
5gmh,TOLL-LIKE RECEPTOR 7
5wij,TYROSINE-PROTEIN KINASE JAK2
1w3j,BETA-GLUCOSIDASE A
2wnc,ACETYLCHOLINE RECEPTOR
2zb1,MITOGEN-ACTIVATED PROTEIN KINASE 14
3ebh,M1 FAMILY AMINOPEPTIDASE
3w9k,FATTY ACID BINDING PROTEIN
5ekm,CARBONIC ANHYDRASE 2
5meh,"MANNOSYL-OLIGOSACCHARIDE 1,2-ALPHA-MANNOSIDASE"
6pvw,RIBONUCLEASE
6rot,PROTHROMBIN
6upj,HIV-2 PROTEASE
1ex8,"6-HYDROXYMETHYL-7,8-DIHYDROPTERIN PYROPHOSPHOKINASE"
2qbr,PROTEIN-TYROSINE PHOSPHATASE 1B
4nbl,CASPASE-6
4zvi,DNA GYRASE SUBUNIT B
5mrb,DUAL SPECIFICITY PROTEIN KINASE TTK
5nk7,EPHRIN TYPE-A RECEPTOR 2
5u4d,TRANSTHYRETIN
1bdq,HIV-1 PROTEASE
1w9v,CHITINASE
1xq0,CARBONIC ANHYDRASE 2
3cj5,RNA-DIRECTED RNA POLYMERASE
3zk6,BCL-2-LIKE PROTEIN 1
4muf,PANTOTHENATE SYNTHETASE
4z0k,COAGULATION FACTOR IX
5kbe,MOPR
5m04,GTPASE OBGE/CGTA
6d5j,GTPASE HRAS
1cbx,CARBOXYPEPTIDASE A
1gjc,UROKINASE-TYPE PLASMINOGEN ACTIVATOR
2j7f,BETA-GLUCOSIDASE A
2p09,ATP-BINDING PROTEIN
3ckp,BETA-SECRETASE 1
3ctt,MALTASE-GLUCOAMYLASE
3ed0,(3R)-HYDROXYMYRISTOYL-ACYL CARRIER PROTEIN
3fvh,SERINE/THREONINE-PROTEIN KINASE PLK1
3rt8,GLUTAMATE RECEPTOR 3
5ivv,LYSINE-SPECIFIC DEMETHYLASE 5A
5lz5,PLATELET-ACTIVATING FACTOR ACETYLHYDROLASE
5vcz,MEMBRANE-ASSOCIATED TYROSINE- AND THREONINE-SPECIFIC CDC2
6cvf,ATP-DEPENDENT DETHIOBIOTIN SYNTHETASE BIOD
1c5q,TRYPSIN
1ela,ELASTASE
1o2o,TRYPSIN BETA
3oku,CARBONIC ANHYDRASE 2
3t6b,DIPEPTIDYL PEPTIDASE 3
3v2p,CARTILAGE OLIGOMERIZATION MATRIX PROTEIN
5ant,"7,8-DIHYDRO-8-OXOGUANINE TRIPHOSPHATASE"
5d3x,"PHOSPHATIDYLINOSITOL 3,4,5-TRISPHOSPHATE-DEPENDENT RAC"
5ucj,HEAT SHOCK PROTEIN HSP90-BETA
5xo7,LACTONASE FOR PROTEIN
1gx8,BETA-LACTOGLOBULIN
1hbv,HIV-1 PROTEASE
1hms,FATTY ACID-BINDING PROTEIN
2qpq,PROTEIN BUG27
2w9h,DIHYDROFOLATE REDUCTASE
2zdk,TRYPSIN
3qlm,PHOSPHOLIPASE A2
5d0r,ADENYLATE CYCLASE TYPE 10
5vb6,NUCLEAR RECEPTOR ROR-GAMMA
6u8b,WD REPEAT-CONTAINING PROTEIN 5
2hkf,ANTIBODY FAB FRAGMENT
4yyt,CARBONIC ANHYDRASE 2
5nya,CARBONIC ANHYDRASE 2
5v7a,DIHYDROPTEROATE SYNTHASE
6equ,CARBONIC ANHYDRASE 2
4q4p,QUEUINE TRNA-RIBOSYLTRANSFERASE
5nze,NEURAMINIDASE
6csq,HDAC6 PROTEIN
6gf9,BETA-LACTOGLOBULIN
6hoq,"CASEIN KINASE II, ALPHA SUBUNIT"
10gs,GLUTATHIONE S-TRANSFERASE P1-1
1g7v,2-DEHYDRO-3-DEOXYPHOSPHOOCTONATE ALDOLASE
1i7z,CHIMERA OF IG KAPPA CHAIN: HUMAN CONSTANT REGION
1igb,LEUCYL AMINOPEPTIDASE
